corrected_tweet,class,cleaned_text,synonym_replacement
fact kane is best when a good piece of pussy fucks him over,1,fact kane is best when a good piece of pussy fucks him over,fact kane is best when a good piece of cunt fucks him over
fact females that tweet all they datum day a hoes that need attention is wontgetme,1,fact females that tweet all they datum day a hoes that need attention is wontgetme,fact females that tweet all they datum day a hoes that need attention is wontgetme
femalelogic is worse than they jig in convinced,2,femalelogic is worse than they jig in convinced,femalelogic is worse than they jig in convinced
firecashman why because i am having to root for they royals in october yankees,2,firecashman why because i am having to root for they royals in october yankees,firecashman why because iodine am having to root for they royals in october yankees
freeelchapo is trending why us french montana bitch ass you fucks that think selling drugs is cool are they lamest posers,1,freeelchapo is trending why us french montana bitch ass you fucks that think selling drugs is cool are they lamest posers,freeelchapo is swerve why us french montana bitch ass you fucks that think selling drugs is cool are they lamest posers
freeballoutpartypart bitch its going to weeks,1,freeballoutpartypart bitch its going to weeks,freeballoutpartypart bitch its departure to weeks
freshmanadvice and if you int a hoe get up out my traphouseeeeeeee,1,freshmanadvice and if you int a hoe get up out my traphouseeeeeeee,freshmanadvice and if you int a hoe get up out my traphouseeeeeeee
glory isaiah mon asked me if i wanted a brownie i said no thanks she said what are fasting,2,glory isaiah mon asked me if i wanted a brownie i said no thanks she said what are fasting,glory isaiah mon asked me if i desire a brownie i said no thanks she said what are fasting
holidayseasonlive shy lizzy feat plies free that gang,2,holidayseasonlive shy lizzy feat plies free that gang,holidayseasonlive shy lizzy feat plies free that gang
happycolumbusday if is want for americakarlmarx would never have thought of sharing colonialism with injun,2,happycolumbusday if is want for americakarlmarx would never have thought of sharing colonialism with injun,happycolumbusday if is want for americakarlmarx would never have idea of sharing colonialism with injun
happycolumbusday hate to sound all pet callous and album buffalo had it a lot worse than they injun,2,happycolumbusday hate to sound all pet callous and album buffalo had it a lot worse than they injun,happycolumbusday hate to sound all pet callous and album buffalo had it a lot worse than they Redskin
havoc is one bad bitch wouldn't wanna mess with her tea impact,1,havoc is one bad bitch wouldnt wanna mess with her tea impact,havoc is one bad bitch wouldnt wanna mess with her tea impact
hellyeah no happy fall pumpkin spice ores are here,2,hellyeah no happy fall pumpkin spice ores are here,hellyeah no happy fall pumpkin spice ores are here
hellobrookland were here at they opening serving free samples of cider vegan sliders brownies,2,hellobrookland were here at they opening serving free samples of cider vegan sliders brownies,hellobrookland were here at they opening serving free samples of cider vegan skidder brownies
holyspirit joshua every place that they sole of your foot shall tread upon that have i given unto you as i said unto moses,2,holyspirit joshua every place that they sole of your foot shall tread upon that have i given unto you as i said unto moses,holyspirit joshua every place that they sole of your foot shall tread upon that have i given unto you as i said unto moses
honestyhour in middle school hoes used to call me a mandingo warrior,1,honestyhour in middle school hoes used to call me a mandingo warrior,honestyhour inch middle school hoes used to call me a mandingo warrior
idonthavetimefor ratchet hoes,1,idonthavetimefor ratchet hoes,idonthavetimefor ratchet hoes
ihopesomeday that these hoes just find their own relationship instead of ruining others,1,ihopesomeday that these hoes just find their own relationship instead of ruining others,ihopesomeday that these hoes just find their own relationship instead of ruining others
istandwithrand wise up ring pussies real leaders like rand cruz lee beckmann etc actually exist fight or go home teaparty,1,istandwithrand wise up ring pussies real leaders like rand cruz lee beckmann etc actually exist fight or go home teaparty,istandwithrand wise up ring pussies real leaders like rand cruz lee beckmann etc actually exist fight or go home teaparty
in straight nation college soccer champions wow hoosiernation hoosiers,2,in straight nation college soccer champions wow hoosiernation hoosiers,in straight nation college soccer champions wow hoosiernation Indianan
in should make me an honorary student id be way cooler than they other international students i have my own football card hoosiers,2,in should make me an honorary student id be way cooler than they other international students i have my own football card hoosiers,in should make me an honorary student id be way cooler than they other international students i have my own football card hoosiers
ifthepurgewasreal id be they best prostitute and madam ever hey if you got pussy you shouldn't be broke right lao of,1,ifthepurgewasreal id be they best prostitute and madam ever hey if you got pussy you shouldnt be broke right lao of,ifthepurgewasreal id be they best prostitute and madam ever hey if you got pussy you shouldnt be broke right lao of
